station_id,station_name,candidate_url,score
mid-coast-radio-project-inc,"Mid-Coast Radio Project, Inc.",https://www.wamc.org/eeo-public-file-report,8
friends-of-public-radio-inc,"Friends of Public Radio, Inc.",https://weta.org/about/reports,11
friends-of-public-radio-inc,"Friends of Public Radio, Inc.",https://weta.org/about/careers,9
friends-of-public-radio-inc,"Friends of Public Radio, Inc.",https://weta.org/about/community,9
keya-inc,"KEYA, Inc.",https://keyaradio.com/home/about-us/,11
keya-inc,"KEYA, Inc.",https://keyaradio.com/home/about-us/privacy-policy/,11
keya-inc,"KEYA, Inc.",https://keyaradio.com/about,10
fort-berthold-communication-enterprise,Fort Berthold Communication Enterprise,https://fcc.report/About,8
dakota-circle-tipi-inc,"Dakota Circle Tipi, Inc.",https://alchetron.com/aboutUs,8
dakota-circle-tipi-inc,"Dakota Circle Tipi, Inc.",https://fcc.report/About,8
auricle-communications,Auricle Communications,https://freeform.wfmu.org/about/,9
auricle-communications,Auricle Communications,https://freeform.wfmu.org/auricle/,9
auricle-communications,Auricle Communications,https://wfmu.org/about/,9
jicarilla-apache-tribe,Jicarilla Apache Tribe,https://www.jicarillahunt.com/pages/about,11
jicarilla-apache-tribe,Jicarilla Apache Tribe,https://jicarillaoga.com/about,10
jicarilla-apache-tribe,Jicarilla Apache Tribe,https://hrjicarilla.com/benefits/,9
ramah-navajo-school-board-inc,"Ramah Navajo School Board, Inc.",https://ramahnavajo.online/,10
ramah-navajo-school-board-inc,"Ramah Navajo School Board, Inc.",https://ramahnavajo.online/contact-us-1,10
ramah-navajo-school-board-inc,"Ramah Navajo School Board, Inc.",https://ramahnavajo.online/employment-1,10
zuni-communications-authority,Zuni Communications Authority,https://www.ca.go.ke/annual-reports,12
zuni-communications-authority,Zuni Communications Authority,https://www.bocra.org.bw/about-us,8
zuni-communications-authority,Zuni Communications Authority,https://www.ca.go.ke/about-us,8
gallup-public-radio,Gallup Public Radio,https://mytuner-radio.com/about-us/,9
gallup-public-radio,Gallup Public Radio,https://news.gallup.com/315575/measuring-black-voices.aspx,9
gallup-public-radio,Gallup Public Radio,https://news.gallup.com/393302/front-page-newsletter-subscribe.aspx,9
the-american-general-media-foundation,The American General Media Foundation,https://www.groundworksnm.org/about-us/sponsors,9
the-american-general-media-foundation,The American General Media Foundation,https://www.groundworksnm.org/resources/financial-management,9
the-american-general-media-foundation,The American General Media Foundation,https://afsa.org/about,8
cincinnati-public-radio-inc,"Cincinnati Public Radio, Inc.",https://cinradio.org/about/reports,11
cincinnati-public-radio-inc,"Cincinnati Public Radio, Inc.",https://cinradio.org/about/,9
cincinnati-public-radio-inc,"Cincinnati Public Radio, Inc.",https://cinradio.org/cincinnati-public-radio-coverage-maps/,9
miami-valley-public-media-inc,"Miami Valley Public Media, Inc.",https://www.wyso.org/about-wyso,8
maple-knoll-communities-inc,"Maple Knoll Communities, Inc.",https://ohioserves.org/about/public-files,13
maple-knoll-communities-inc,"Maple Knoll Communities, Inc.",https://ohioserves.org/about/financials,11
maple-knoll-communities-inc,"Maple Knoll Communities, Inc.",https://ohioserves.org/about/reports,11
tillicum-foundation,Tillicum Foundation,https://kmun.org/cpb-community-service-grant-csg-compliance/,9
tillicum-foundation,Tillicum Foundation,https://kmun.org/public-file/,9
tillicum-foundation,Tillicum Foundation,https://kmun.org/tillicumfoundation/,9
confederated-tribes-of-warm-springs,Confederated Tribes of Warm Springs,https://sos.oregon.gov/about/public-files,13
confederated-tribes-of-warm-springs,Confederated Tribes of Warm Springs,https://sos.oregon.gov/about/financials,11
confederated-tribes-of-warm-springs,Confederated Tribes of Warm Springs,https://sos.oregon.gov/about/reports,11
confederated-tribes-of-the-umatilla-indian-reserva,Confederated Tribes of the Umatilla Indian Reservation,https://ctuir.org/services/indian-lake-reservations/,11
confederated-tribes-of-the-umatilla-indian-reserva,Confederated Tribes of the Umatilla Indian Reservation,https://ctuir.org/about/,9
confederated-tribes-of-the-umatilla-indian-reserva,Confederated Tribes of the Umatilla Indian Reservation,https://ctuir.org/about/brief-history-of-ctuir/,9
lehigh-valley-community-broadcasters-association,Lehigh Valley Community Broadcasters Association,https://www.lehighvalleypublicmedia.org/about-us/,13
lehigh-valley-community-broadcasters-association,Lehigh Valley Community Broadcasters Association,https://www.lehighvalleypublicmedia.org/about-us,12
lehigh-valley-community-broadcasters-association,Lehigh Valley Community Broadcasters Association,https://www.wdiy.org/lehigh-valley-community-broadcasters-association-meeting-schedule,12
spanish-american-civic-association-for-equality-in,"Spanish American Civic Association for Equality, Inc.",https://uwlanc.galaxydigital.com/about/public-files,13
spanish-american-civic-association-for-equality-in,"Spanish American Civic Association for Equality, Inc.",https://uwlanc.galaxydigital.com/about/financials,11
spanish-american-civic-association-for-equality-in,"Spanish American Civic Association for Equality, Inc.",https://uwlanc.galaxydigital.com/about/reports,11
pittsburgh-community-broadcasting-corporation,Pittsburgh Community Broadcasting Corporation,https://pittsburghcommunitybroadcasting.org/about,12
pittsburgh-community-broadcasting-corporation,Pittsburgh Community Broadcasting Corporation,https://pittsburghcommunitybroadcasting.org/reports-resources,12
pittsburgh-community-broadcasting-corporation,Pittsburgh Community Broadcasting Corporation,https://pittsburghcommunitybroadcasting.org/,10
rhode-island-public-radio,Rhode Island Public Radio,https://thepublicsradio.org/faqs-about-the-publics-radio-and-rhode-island-pbs-merger/,13
rhode-island-public-radio,Rhode Island Public Radio,https://thepublicsradio.org/about/reports,11
rhode-island-public-radio,Rhode Island Public Radio,https://thepublicsradio.org/arts-and-culture/why-rhode-island-latino-arts-fought-the-trump-administration-in-court/,11
lakota-communications-inc,"Lakota Communications, Inc.",https://www.kiliradio.live/about/public-files,13
